"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"484","tt0073018","Fri Nov 18 06:46:51 2011","Fri Nov 18 06:46:51 2011","","French Connection II","Feature Film","John Frankenheimer","6.8","119","1975","action, crime, drama, thriller","11253","1975-05-18","http://www.imdb.com/title/tt0073018/"
"485","tt0110475","Fri Nov 18 06:47:20 2011","Fri Nov 18 06:47:20 2011","","The Mask","Feature Film","Charles Russell","6.8","101","1994","comedy, crime, fantasy","230584","1994-07-29","http://www.imdb.com/title/tt0110475/"
"486","tt0362165","Fri Nov 18 06:47:37 2011","Fri Nov 18 06:47:37 2011","","Son of the Mask","Feature Film","Lawrence Guterman","2.1","94","2005","adventure, comedy, family, fantasy","35593","2005-02-11","http://www.imdb.com/title/tt0362165/"
"487","tt0383216","Fri Nov 18 06:47:52 2011","Fri Nov 18 06:47:52 2011","","The Pink Panther","Feature Film","Shawn Levy","5.6","93","2006","adventure, comedy, crime, fantasy, mystery","59086","2006-01-19","http://www.imdb.com/title/tt0383216/"
"488","tt0838232","Fri Nov 18 06:48:14 2011","Fri Nov 18 06:48:14 2011","","The Pink Panther 2","Feature Film","Harald Zwart","5.5","92","2009","adventure, comedy, crime, mystery","29001","2009-01-24","http://www.imdb.com/title/tt0838232/"
"489","tt0102926","Fri Nov 18 06:50:47 2011","Fri Nov 18 06:50:47 2011","","The Silence of the Lambs","Feature Film","Jonathan Demme","8.6","118","1991","thriller","733690","1991-01-30","http://www.imdb.com/title/tt0102926/"
"490","tt0212985","Fri Nov 18 06:50:58 2011","Fri Nov 18 06:50:58 2011","","Hannibal","Feature Film","Ridley Scott","6.7","131","2001","crime, drama, thriller","190524","2001-02-09","http://www.imdb.com/title/tt0212985/"
"491","tt0289765","Fri Nov 18 06:51:07 2011","Fri Nov 18 06:51:07 2011","","Red Dragon","Feature Film","Brett Ratner","7.2","124","2002","crime, thriller","186856","2002-09-30","http://www.imdb.com/title/tt0289765/"
"492","tt0367959","Fri Nov 18 06:51:30 2011","Fri Nov 18 06:51:30 2011","","Hannibal Rising","Feature Film","Peter Webber","6.2","121","2007","crime, drama, thriller","77887","2007-02-07","http://www.imdb.com/title/tt0367959/"
"493","tt0091474","Fri Nov 18 06:51:47 2011","Fri Nov 18 06:51:47 2011","","Manhunter","Feature Film","Michael Mann","7.2","119","1986","crime, mystery, thriller","44969","1986-08-15","http://www.imdb.com/title/tt0091474/"
"494","tt0418819","Fri Nov 18 06:53:04 2011","Fri Nov 18 06:53:04 2011","","Land of the Dead","Feature Film","George A. Romero","6.3","93","2005","horror","73499","2005-06-18","http://www.imdb.com/title/tt0418819/"
"495","tt0087800","Fri Nov 18 06:54:06 2011","Fri Nov 18 06:54:06 2011","","A Nightmare on Elm Street","Feature Film","Wes Craven","7.5","91","1984","horror","127769","1984-10","http://www.imdb.com/title/tt0087800/"
"496","tt0089686","Fri Nov 18 06:54:25 2011","Fri Nov 18 06:54:25 2011","","A Nightmare on Elm Street 2: Freddy's Revenge","Feature Film","Jack Sholder","5.3","87","1985","horror","36988","1985-10","http://www.imdb.com/title/tt0089686/"
"497","tt0093629","Fri Nov 18 06:54:31 2011","Fri Nov 18 06:54:31 2011","","A Nightmare on Elm Street 3: Dream Warriors","Feature Film","Chuck Russell","6.5","96","1987","horror, thriller","42525","1987-02-27","http://www.imdb.com/title/tt0093629/"
"498","tt0095742","Fri Nov 18 06:54:36 2011","Fri Nov 18 06:54:36 2011","","A Nightmare on Elm Street 4: The Dream Master","Feature Film","Renny Harlin","5.6","93","1988","horror, thriller","31265","1988-08-19","http://www.imdb.com/title/tt0095742/"
"499","tt0097981","Fri Nov 18 06:54:51 2011","Fri Nov 18 06:54:51 2011","","A Nightmare on Elm Street 5: The Dream Child","Feature Film","Stephen Hopkins","5.1","89","1989","horror, thriller","25652","1989-08-11","http://www.imdb.com/title/tt0097981/"
"500","tt0101917","Fri Nov 18 06:55:25 2011","Fri Nov 18 06:55:25 2011","","Freddy's Dead: The Final Nightmare","Feature Film","Rachel Talalay","4.9","89","1991","comedy, horror, thriller","27037","1991-09-05","http://www.imdb.com/title/tt0101917/"
"501","tt0111686","Fri Nov 18 06:55:39 2011","Fri Nov 18 06:55:39 2011","","New Nightmare","Feature Film","Wes Craven","6.4","112","1994","fantasy, horror, mystery, thriller","32987","1994-08","http://www.imdb.com/title/tt0111686/"
"502","tt1179056","Fri Nov 18 06:56:06 2011","Fri Nov 18 06:56:06 2011","","A Nightmare on Elm Street","Feature Film","Samuel Bayer","5.2","95","2010","horror, mystery, thriller","67409","2010-04-27","http://www.imdb.com/title/tt1179056/"
"504","tt0329101","Fri Nov 18 06:56:38 2011","Fri Nov 18 06:56:38 2011","","Freddy vs. Jason","Feature Film","Ronny Yu","5.8","97","2003","horror, thriller","80758","2003-08-13","http://www.imdb.com/title/tt0329101/"
"505","tt0080761","Fri Nov 18 06:58:31 2011","Fri Nov 18 06:58:31 2011","","Friday the 13th","Feature Film","Sean S. Cunningham","6.5","95","1980","horror, mystery","71002","1980-05-09","http://www.imdb.com/title/tt0080761/"
"506","tt0082418","Fri Nov 18 06:58:38 2011","Fri Nov 18 06:58:38 2011","","Friday the 13th Part 2","Feature Film","Steve Miner","6.0","87","1981","horror, mystery, thriller","33947","1981-04-27","http://www.imdb.com/title/tt0082418/"
"507","tt0083972","Fri Nov 18 06:58:45 2011","Fri Nov 18 06:58:45 2011","","Friday the 13th Part III","Feature Film","Steve Miner","5.6","95","1982","horror, thriller","27500","1982-08-13","http://www.imdb.com/title/tt0083972/"
"508","tt0087298","Fri Nov 18 06:59:04 2011","Fri Nov 18 06:59:04 2011","","Friday the 13th: The Final Chapter","Feature Film","Joseph Zito","5.9","91","1984","horror, thriller","25378","1984-04-13","http://www.imdb.com/title/tt0087298/"
"509","tt0089173","Fri Nov 18 06:59:16 2011","Fri Nov 18 06:59:16 2011","","Friday the 13th: A New Beginning","Feature Film","Danny Steinmann","4.6","92","1985","horror, mystery, thriller","19600","1985-03-22","http://www.imdb.com/title/tt0089173/"
"510","tt0091080","Fri Nov 18 06:59:23 2011","Fri Nov 18 06:59:23 2011","","Jason Lives: Friday the 13th Part VI","Feature Film","Tom McLoughlin","5.8","86","1986","horror, thriller","21864","1986-08-01","http://www.imdb.com/title/tt0091080/"
"511","tt0095179","Fri Nov 18 06:59:29 2011","Fri Nov 18 06:59:29 2011","","Friday the 13th Part VII: The New Blood","Feature Film","John Carl Buechler","5.2","88","1988","horror","18299","1988-05-13","http://www.imdb.com/title/tt0095179/"
"512","tt0097388","Fri Nov 18 06:59:34 2011","Fri Nov 18 06:59:34 2011","","Friday the 13th Part VIII: Jason Takes Manhattan","Feature Film","Rob Hedden","4.5","100","1989","horror","20197","1989-07-28","http://www.imdb.com/title/tt0097388/"
"513","tt0107254","Fri Nov 18 07:00:21 2011","Fri Nov 18 07:00:21 2011","","Jason Goes to Hell: The Final Friday","Feature Film","Adam Marcus","4.3","87","1993","fantasy, horror, thriller","17148","1993-08-13","http://www.imdb.com/title/tt0107254/"
"514","tt0758746","Fri Nov 18 07:00:47 2011","Fri Nov 18 07:00:47 2011","","Friday the 13th","Feature Film","Marcus Nispel","5.6","97","2009","horror","67191","2009-02-09","http://www.imdb.com/title/tt0758746/"
"515","tt0325980","Fri Nov 18 07:02:15 2011","Fri Nov 18 07:02:15 2011","","Pirates of the Caribbean: The Curse of the Black Pearl","Feature Film","Gore Verbinski","8.1","143","2003","adventure, fantasy","691547","2003-06-28","http://www.imdb.com/title/tt0325980/"
"516","tt0383574","Fri Nov 18 07:02:21 2011","Fri Nov 18 07:02:21 2011","","Pirates of the Caribbean: Dead Man's Chest","Feature Film","Gore Verbinski","7.3","151","2006","action, adventure, fantasy","452123","2006-06-24","http://www.imdb.com/title/tt0383574/"
"517","tt0449088","Fri Nov 18 07:02:28 2011","Fri Nov 18 07:02:28 2011","","Pirates of the Caribbean: At World's End","Feature Film","Gore Verbinski","7.1","169","2007","action, adventure, fantasy","407910","2007-05-19","http://www.imdb.com/title/tt0449088/"
"518","tt1298650","Fri Nov 18 07:02:33 2011","Fri Nov 18 07:02:33 2011","","Pirates of the Caribbean: On Stranger Tides","Feature Film","Rob Marshall","6.7","136","2011","action, adventure, fantasy","314881","2011-05-07","http://www.imdb.com/title/tt1298650/"
"519","tt0146316","Fri Nov 18 07:02:56 2011","Fri Nov 18 07:02:56 2011","","Lara Croft: Tomb Raider","Feature Film","Simon West","5.7","100","2001","action, adventure, fantasy, thriller","140622","2001-06-11","http://www.imdb.com/title/tt0146316/"
"520","tt0325703","Fri Nov 18 07:03:02 2011","Fri Nov 18 07:03:02 2011","","Lara Croft Tomb Raider: The Cradle of Life","Feature Film","Jan de Bont","5.5","117","2003","action, adventure, fantasy, thriller","91397","2003-07-21","http://www.imdb.com/title/tt0325703/"
"521","tt0068646","Fri Nov 18 07:03:28 2011","Fri Nov 18 07:03:28 2011","","The Godfather","Feature Film","Francis Ford Coppola","9.2","175","1972","crime, drama","991769","1972-03-15","http://www.imdb.com/title/tt0068646/"
"522","tt0071562","Fri Nov 18 07:03:33 2011","Fri Nov 18 07:03:33 2011","","The Godfather: Part II","Feature Film","Francis Ford Coppola","9.1","200","1974","crime, drama","666494","1974-12-12","http://www.imdb.com/title/tt0071562/"
"523","tt0099674","Fri Nov 18 07:03:39 2011","Fri Nov 18 07:03:39 2011","","The Godfather: Part III","Feature Film","Francis Ford Coppola","7.6","162","1990","crime, drama","225722","1990-12-20","http://www.imdb.com/title/tt0099674/"
"524","tt0240772","Fri Nov 18 07:04:17 2011","Fri Nov 18 07:04:17 2011","","Ocean's Eleven","Feature Film","Steven Soderbergh","7.8","116","2001","crime, thriller","350089","2001-12-05","http://www.imdb.com/title/tt0240772/"
"525","tt0349903","Fri Nov 18 07:04:22 2011","Fri Nov 18 07:04:22 2011","","Ocean's Twelve","Feature Film","Steven Soderbergh","6.4","125","2004","crime, thriller","249046","2004-12-08","http://www.imdb.com/title/tt0349903/"
"526","tt0496806","Fri Nov 18 07:04:27 2011","Fri Nov 18 07:04:27 2011","","Ocean's Thirteen","Feature Film","Steven Soderbergh","6.9","122","2007","crime, thriller","225591","2007-05-24","http://www.imdb.com/title/tt0496806/"
"527","tt0063442","Fri Nov 18 07:05:58 2011","Fri Nov 18 07:05:58 2011","","Planet of the Apes","Feature Film","Franklin J. Schaffner","8.0","112","1968","adventure, mystery, sci_fi","125665","1968-02-08","http://www.imdb.com/title/tt0063442/"
"528","tt0065462","Fri Nov 18 07:06:23 2011","Fri Nov 18 07:06:23 2011","","Beneath the Planet of the Apes","Feature Film","Ted Post","6.1","95","1970","action, adventure, sci_fi","28992","1970-05-01","http://www.imdb.com/title/tt0065462/"
"529","tt0067065","Fri Nov 18 07:06:34 2011","Fri Nov 18 07:06:34 2011","","Escape from the Planet of the Apes","Feature Film","Don Taylor","6.3","98","1971","action, sci_fi","20625","1971-05-21","http://www.imdb.com/title/tt0067065/"
"530","tt0068408","Fri Nov 18 07:06:46 2011","Fri Nov 18 07:06:46 2011","","Conquest of the Planet of the Apes","Feature Film","J. Lee Thompson","6.1","88","1972","action, sci_fi","20921","1972-06-29","http://www.imdb.com/title/tt0068408/"
"531","tt0069768","Fri Nov 18 07:06:55 2011","Fri Nov 18 07:06:55 2011","","Battle for the Planet of the Apes","Feature Film","J. Lee Thompson","5.5","93","1973","action, sci_fi","20889","1973-06-15","http://www.imdb.com/title/tt0069768/"
"532","tt0133152","Fri Nov 18 07:07:33 2011","Fri Nov 18 07:07:33 2011","","Planet of the Apes","Feature Film","Tim Burton","5.7","119","2001","action, adventure, sci_fi, thriller","165499","2001-07-26","http://www.imdb.com/title/tt0133152/"
"533","tt1318514","Fri Nov 18 07:07:42 2011","Fri Nov 18 07:07:42 2011","","Rise of the Planet of the Apes","Feature Film","Rupert Wyatt","7.6","105","2011","action, drama, sci_fi, thriller","354875","2011-08-03","http://www.imdb.com/title/tt1318514/"
"534","tt0344854","Sat Nov 19 00:41:39 2011","Sat Nov 19 00:41:39 2011","","Arthur and the Invisibles","Feature Film","Luc Besson","6.0","94","2006","animation, adventure, family, fantasy","23433","2006-11-29","http://www.imdb.com/title/tt0344854/"
"535","tt0940657","Sat Nov 19 00:41:56 2011","Sat Nov 19 00:41:56 2011","","Arthur and the Revenge of Maltazard","Feature Film","Luc Besson","5.3","93","2009","animation, adventure, family, fantasy","4560","2009-11-26","http://www.imdb.com/title/tt0940657/"
"536","tt0940656","Sat Nov 19 00:42:02 2011","Sat Nov 19 00:42:02 2011","","Arthur 3: The War of the Two Worlds","Feature Film","Luc Besson","5.5","101","2010","animation, adventure, family, fantasy","4993","2010-08-22","http://www.imdb.com/title/tt0940656/"
"537","tt0349205","Wed Dec  7 06:02:38 2011","Wed Dec  7 06:02:38 2011","","Cheaper by the Dozen","Feature Film","Shawn Levy","5.8","98","2003","comedy, family","66856","2003-12-25","http://www.imdb.com/title/tt0349205/"
"538","tt0452598","Wed Dec  7 06:02:55 2011","Wed Dec  7 06:02:55 2011","","Cheaper by the Dozen 2","Feature Film","Adam Shankman","5.4","94","2005","adventure, comedy, family","37458","2005-12-21","http://www.imdb.com/title/tt0452598/"
"539","tt0109040","Wed Dec  7 06:09:57 2011","Wed Dec  7 06:09:57 2011","","Ace Ventura: Pet Detective","Feature Film","Tom Shadyac","6.9","86","1994","comedy","189772","1994-02-04","http://www.imdb.com/title/tt0109040/"
"540","tt0112281","Wed Dec  7 06:10:12 2011","Wed Dec  7 06:10:12 2011","","Ace Ventura: When Nature Calls","Feature Film","Steve Oedekerk","6.3","90","1995","adventure, comedy","141160","1995-11-10","http://www.imdb.com/title/tt0112281/"
"541","tt0396752","Wed Dec  7 06:12:21 2011","Wed Dec  7 06:12:21 2011","","Nanny McPhee","Feature Film","Kirk Jones","6.6","97","2005","comedy, family, fantasy","43157","2005-10-21","http://www.imdb.com/title/tt0396752/"
"542","tt1415283","Wed Dec  7 06:12:47 2011","Wed Dec  7 06:12:47 2011","","Nanny McPhee Returns","Feature Film","Susanna White","6.0","109","2010","comedy, family, fantasy","16477","2010-03-24","http://www.imdb.com/title/tt1415283/"
"543","tt0108108","Sat Dec 10 05:56:21 2011","Sat Dec 10 05:56:21 2011","","Sharpe's Rifles","TV Movie","Tom Clegg","7.9","102","1993","action, adventure, history, war","2616","1993-05-05","http://www.imdb.com/title/tt0108108/"
"544","tt0108107","Sat Dec 10 05:56:27 2011","Sat Dec 10 05:56:27 2011","","Sharpe's Eagle","TV Movie","Tom Clegg","8.0","100","1993","action, adventure, history, war","1993","1993-05-12","http://www.imdb.com/title/tt0108107/"
"545","tt0111156","Sat Dec 10 06:01:21 2011","Sat Dec 10 06:01:21 2011","","Sharpe's Company","TV Movie","Tom Clegg","8.0","100","1994","action, adventure, history, war","1728","1994-05-25","http://www.imdb.com/title/tt0111156/"
"546","tt0111157","Sat Dec 10 06:01:26 2011","Sat Dec 10 06:01:26 2011","","Sharpe's Enemy","TV Movie","Tom Clegg","8.0","90","1994","action, adventure, history, war","1677","1994-06-01","http://www.imdb.com/title/tt0111157/"
"547","tt0111158","Sat Dec 10 06:01:30 2011","Sat Dec 10 06:01:30 2011","","Sharpe's Honour","TV Movie","Tom Clegg","7.8","","1994","action, adventure, history, war","1432","1994-06-08","http://www.imdb.com/title/tt0111158/"
"548","tt0114417","Sat Dec 10 06:02:00 2011","Sat Dec 10 06:02:00 2011","","Sharpe's Gold","TV Movie","Tom Clegg","7.5","","1995","action, adventure, history, war","1397","1995-04-12","http://www.imdb.com/title/tt0114417/"
"549","tt0114416","Sat Dec 10 06:02:04 2011","Sat Dec 10 06:02:04 2011","","Sharpe's Battle","TV Movie","Tom Clegg","8.0","100","1995","action, adventure, history, war","1376","1995-04-19","http://www.imdb.com/title/tt0114416/"
"550","tt0114418","Sat Dec 10 06:02:08 2011","Sat Dec 10 06:02:08 2011","","Sharpe's Sword","TV Movie","Tom Clegg","8.1","","1995","action, adventure, history, war","1414","1995-04-26","http://www.imdb.com/title/tt0114418/"
"551","tt0117621","Sat Dec 10 06:02:14 2011","Sat Dec 10 06:02:14 2011","","Sharpe's Regiment","TV Movie","Tom Clegg","8.0","100","1996","action, adventure, history, war","1298","1996-05-01","http://www.imdb.com/title/tt0117621/"
"552","tt0117622","Sat Dec 10 06:02:18 2011","Sat Dec 10 06:02:18 2011","","Sharpe's Siege","TV Movie","Tom Clegg","8.0","","1996","action, adventure, history, war","1272","1996-05-08","http://www.imdb.com/title/tt0117622/"
"553","tt0117620","Sat Dec 10 06:02:22 2011","Sat Dec 10 06:02:22 2011","","Sharpe's Mission","TV Movie","Tom Clegg","8.0","100","1996","action, adventure, history, war","1239","1996-05-15","http://www.imdb.com/title/tt0117620/"
"554","tt0120110","Sat Dec 10 06:02:27 2011","Sat Dec 10 06:02:27 2011","","Sharpe's Revenge","TV Movie","Tom Clegg","7.9","","1997","action, adventure, history, war","1199","1997-05-07","http://www.imdb.com/title/tt0120110/"
"555","tt0120109","Sat Dec 10 06:02:31 2011","Sat Dec 10 06:02:31 2011","","Sharpe's Justice","TV Movie","Tom Clegg","7.6","100","1997","adventure, drama","1123","1997-05-14","http://www.imdb.com/title/tt0120109/"
"556","tt0120111","Sat Dec 10 06:02:35 2011","Sat Dec 10 06:02:35 2011","","Sharpe's Waterloo","TV Movie","Tom Clegg","8.2","","1997","action, adventure, history, war","1470","1997-05-21","http://www.imdb.com/title/tt0120111/"
"557","tt0480002","Sat Dec 10 06:03:02 2011","Sat Dec 10 06:03:02 2011","","Sharpe's Challenge","TV Movie","Tom Clegg","7.6","98","2006","action, adventure, history, war","1943","2006-04-23","http://www.imdb.com/title/tt0480002/"
"558","tt1181849","Sat Dec 10 06:03:07 2011","Sat Dec 10 06:03:07 2011","","Sharpe's Peril","TV Movie","Tom Clegg","7.4","102","2008","action, adventure, drama, history, war","1142","2008-11-02","http://www.imdb.com/title/tt1181849/"
"559","tt1320253","Sat Dec 17 14:21:34 2011","Sat Dec 17 14:21:34 2011","","The Expendables","Feature Film","Sylvester Stallone","6.5","103","2010","action, adventure, thriller","237988","2010-08-03","http://www.imdb.com/title/tt1320253/"
"560","tt1764651","Sat Dec 17 14:21:42 2011","Sat Dec 17 14:21:42 2011","","The Expendables 2","Feature Film","Simon West","6.7","103","2012","action, adventure, thriller","221069","2012-08-08","http://www.imdb.com/title/tt1764651/"
"561","tt1046173","Sat Dec 17 14:29:17 2011","Sat Dec 17 14:29:17 2011","","G.I. Joe: The Rise of Cobra","Feature Film","Stephen Sommers","5.8","118","2009","action, adventure, sci_fi, thriller","159701","2009-07-27","http://www.imdb.com/title/tt1046173/"
"562","tt1583421","Sat Dec 17 14:29:27 2011","Sat Dec 17 14:29:27 2011","","G.I. Joe: Retaliation","Feature Film","Jon M. Chu","5.8","110","2013","action, adventure, sci_fi, thriller","130187","2013-03-11","http://www.imdb.com/title/tt1583421/"
"563","tt0120390","Sun Dec 25 19:39:54 2011","Sun Dec 25 19:39:54 2011","","Turbulence","Feature Film","Robert Butler","4.7","100","1997","action, thriller","8486","1997-01-10","http://www.imdb.com/title/tt0120390/"
"564","tt0192701","Sun Dec 25 19:40:14 2011","Sun Dec 25 19:40:14 2011","","Turbulence 2: Fear of Flying","Feature Film","David Mackay","4.2","101","1999","action, thriller","1694","1999-09-01","http://www.imdb.com/title/tt0192701/"
"565","tt0251448","Sun Dec 25 19:40:30 2011","Sun Dec 25 19:40:30 2011","","Turbulence 3: Heavy Metal","Video","Jorge Montesi","3.7","98","2001","action, thriller","1657","2001-02-06","http://www.imdb.com/title/tt0251448/"
"566","tt0105698","Sun Dec 25 19:57:46 2011","Sun Dec 25 19:57:46 2011","","Universal Soldier","Feature Film","Roland Emmerich","5.9","102","1992","action, crime, sci_fi, thriller","63626","1992-07-10","http://www.imdb.com/title/tt0105698/"
"567","tt0176269","Sun Dec 25 19:58:16 2011","Sun Dec 25 19:58:16 2011","","Universal Soldier: The Return","Feature Film","Mic Rodgers","4.0","83","1999","action, sci_fi","22867","1999-07-04","http://www.imdb.com/title/tt0176269/"
"568","tt1288403","Sun Dec 25 19:58:49 2011","Sun Dec 25 19:58:49 2011","","Universal Soldier: Regeneration","Feature Film","John Hyams","5.2","97","2009","action, adventure, sci_fi, thriller","20928","2009-10-01","http://www.imdb.com/title/tt1288403/"
"569","tt1659343","Sun Dec 25 19:59:32 2011","Sun Dec 25 19:59:32 2011","","Universal Soldier: Day of Reckoning","Feature Film","John Hyams","5.0","114","2012","action, horror, mystery, sci_fi, thriller","14674","2012-08-23","http://www.imdb.com/title/tt1659343/"
"570","tt0190374","Mon Dec 26 13:24:03 2011","Mon Dec 26 13:24:03 2011","","Dungeons & Dragons","Feature Film","Courtney Solomon","3.6","107","2000","action, adventure, comedy, fantasy","26101","2000-12-08","http://www.imdb.com/title/tt0190374/"
"571","tt0406728","Mon Dec 26 13:24:26 2011","Mon Dec 26 13:24:26 2011","","Dungeons & Dragons: Wrath of the Dragon God","Feature Film","Gerry Lively","4.9","105","2005","action, adventure, fantasy","4815","2005-09","http://www.imdb.com/title/tt0406728/"
"572","tt1733125","Mon Dec 26 13:25:04 2011","Mon Dec 26 13:25:04 2011","","Dungeons & Dragons: The Book of Vile Darkness","TV Movie","Gerry Lively","4.4","90","2012","adventure, fantasy","1522","2012-09-17","http://www.imdb.com/title/tt1733125/"
"573","tt0412915","Mon Dec 26 14:21:33 2011","Mon Dec 26 14:21:33 2011","","The Librarian: Quest for the Spear","TV Movie","Peter Winther","6.2","92","2004","action, adventure, comedy, drama, fantasy, romance, thriller","12078","2004-12-05","http://www.imdb.com/title/tt0412915/"
"574","tt0455596","Mon Dec 26 14:21:40 2011","Mon Dec 26 14:21:40 2011","","The Librarian: Return to King Solomon's Mines","TV Movie","Jonathan Frakes","6.2","92","2006","action, adventure, fantasy","8440","2006-10-09","http://www.imdb.com/title/tt0455596/"
"575","tt1146438","Mon Dec 26 14:21:48 2011","Mon Dec 26 14:21:48 2011","","The Librarian: The Curse of the Judas Chalice","TV Movie","Jonathan Frakes","6.5","90","2008","action, adventure, comedy, fantasy","7838","2008-12-07","http://www.imdb.com/title/tt1146438/"
"576","tt0403358","Mon Dec 26 16:25:08 2011","Mon Dec 26 16:25:08 2011","","Night Watch","Feature Film","Timur Bekmambetov","6.5","114","2004","action, fantasy, thriller","44955","2004-06-27","http://www.imdb.com/title/tt0403358/"
"577","tt0409904","Mon Dec 26 16:26:32 2011","Mon Dec 26 16:26:32 2011","","Day Watch","Feature Film","Timur Bekmambetov","6.6","132","2006","action, fantasy, thriller","28118","2006-01-01","http://www.imdb.com/title/tt0409904/"
"578","tt0127536","Tue Dec 27 21:14:42 2011","Tue Dec 27 21:14:42 2011","","Elizabeth","Feature Film","Shekhar Kapur","7.5","124","1998","biography, drama, history","69920","1998-09-08","http://www.imdb.com/title/tt0127536/"
"579","tt0414055","Tue Dec 27 21:15:20 2011","Tue Dec 27 21:15:20 2011","","Elizabeth: The Golden Age","Feature Film","Shekhar Kapur","6.9","114","2007","biography, drama, history, war","50066","2007-09-09","http://www.imdb.com/title/tt0414055/"
"580","tt0241527","Thu Dec 29 15:22:26 2011","Thu Dec 29 15:22:26 2011","","Harry Potter and the Sorcerer's Stone","Feature Film","Chris Columbus","7.5","152","2001","adventure, family, fantasy","382296","2001-11-04","http://www.imdb.com/title/tt0241527/"
"581","tt0295297","Thu Dec 29 15:22:39 2011","Thu Dec 29 15:22:39 2011","","Harry Potter and the Chamber of Secrets","Feature Film","Chris Columbus","7.3","161","2002","adventure, family, fantasy, mystery","333082","2002-11-03","http://www.imdb.com/title/tt0295297/"
"582","tt0304141","Thu Dec 29 15:24:27 2011","Thu Dec 29 15:24:27 2011","","Harry Potter and the Prisoner of Azkaban","Feature Film","Alfonso Cuarón","7.8","142","2004","adventure, family, fantasy, mystery","326428","2004-05-31","http://www.imdb.com/title/tt0304141/"
"583","tt0330373","Thu Dec 29 15:24:45 2011","Thu Dec 29 15:24:45 2011","","Harry Potter and the Goblet of Fire","Feature Film","Mike Newell","7.6","157","2005","adventure, family, fantasy, mystery","332110","2005-11-06","http://www.imdb.com/title/tt0330373/"
"584","tt0373889","Thu Dec 29 15:25:16 2011","Thu Dec 29 15:25:16 2011","","Harry Potter and the Order of the Phoenix","Feature Film","David Yates","7.4","138","2007","adventure, family, fantasy, mystery","304253","2007-06-28","http://www.imdb.com/title/tt0373889/"
"585","tt0417741","Thu Dec 29 15:25:54 2011","Thu Dec 29 15:25:54 2011","","Harry Potter and the Half-Blood Prince","Feature Film","David Yates","7.5","153","2009","adventure, family, fantasy, mystery","271078","2009-07-06","http://www.imdb.com/title/tt0417741/"
"586","tt0926084","Thu Dec 29 15:26:05 2011","Thu Dec 29 15:26:05 2011","","Harry Potter and the Deathly Hallows: Part 1","Feature Film","David Yates","7.7","146","2010","adventure, family, fantasy, mystery","279221","2010-11-11","http://www.imdb.com/title/tt0926084/"
"587","tt1201607","Thu Dec 29 15:26:13 2011","Thu Dec 29 15:26:13 2011","","Harry Potter and the Deathly Hallows: Part 2","Feature Film","David Yates","8.1","130","2011","adventure, fantasy, mystery","444887","2011-07-07","http://www.imdb.com/title/tt1201607/"
"588","tt0289043","Fri Dec 30 10:31:38 2011","Fri Dec 30 10:31:38 2011","","28 Days Later...","Feature Film","Danny Boyle","7.6","113","2002","horror","264807","2002-11-01","http://www.imdb.com/title/tt0289043/"
"589","tt0463854","Fri Dec 30 10:31:46 2011","Fri Dec 30 10:31:46 2011","","28 Weeks Later","Feature Film","Juan Carlos Fresnadillo","7.0","100","2007","horror, sci_fi","190366","2007-04-26","http://www.imdb.com/title/tt0463854/"
"590","tt0382625","Fri Dec 30 10:36:47 2011","Fri Dec 30 10:36:47 2011","","The Da Vinci Code","Feature Film","Ron Howard","6.5","149","2006","mystery, thriller","276635","2006-05-17","http://www.imdb.com/title/tt0382625/"
"591","tt0808151","Fri Dec 30 10:36:52 2011","Fri Dec 30 10:36:52 2011","","Angels & Demons","Feature Film","Ron Howard","6.7","138","2009","mystery, thriller","182407","2009-05-04","http://www.imdb.com/title/tt0808151/"
"592","tt0144117","Wed Jan  4 00:24:47 2012","Wed Jan  4 00:24:47 2012","","The Boondock Saints","Feature Film","Troy Duffy","7.9","108","1999","action, crime, thriller","186263","1999-08-04","http://www.imdb.com/title/tt0144117/"
"593","tt1300851","Wed Jan  4 00:25:47 2012","Wed Jan  4 00:25:47 2012","","The Boondock Saints II: All Saints Day","Feature Film","Troy Duffy","6.4","118","2009","action, comedy, crime, drama, thriller","48843","2009-10-19","http://www.imdb.com/title/tt1300851/"
"594","tt0092890","Fri Jan  6 08:35:04 2012","Fri Jan  6 08:35:04 2012","","Dirty Dancing","Feature Film","Emile Ardolino","6.8","100","1987","drama, music, romance","122928","1987-05-12","http://www.imdb.com/title/tt0092890/"
"595","tt0338096","Fri Jan  6 08:35:17 2012","Fri Jan  6 08:35:17 2012","","Dirty Dancing: Havana Nights","Feature Film","Guy Ferland","6.0","86","2004","romance, drama","19899","2004-02-27","http://www.imdb.com/title/tt0338096/"
"596","tt0246578","Fri Jan  6 08:35:45 2012","Fri Jan  6 08:35:45 2012","","Donnie Darko","Feature Film","Richard Kelly","8.1","113","2001","drama, mystery, sci_fi","504915","2001-01-19","http://www.imdb.com/title/tt0246578/"
"597","tt1231277","Fri Jan  6 08:35:59 2012","Fri Jan  6 08:35:59 2012","","S. Darko","Feature Film","Chris Fisher","3.7","103","2009","mystery, sci_fi, thriller","10711","2009-05-12","http://www.imdb.com/title/tt1231277/"
